iter	Logloss
662	0.3023789335
663	0.3022493017
664	0.3021397638
665	0.3020399901
666	0.3019221804
667	0.301834381
668	0.3017779843
669	0.3016288952
670	0.3015116941
671	0.3013983241
672	0.3013073279
673	0.3012677113
674	0.3012006056
675	0.301117661
676	0.300956492
677	0.3009208521
678	0.3008723859
679	0.3008414714
680	0.3007857173
681	0.3006694203
682	0.3005082295
683	0.300362415
684	0.3002450031
685	0.3001765066
686	0.3000924535
687	0.3000251508
688	0.2999519076
689	0.2997493768
690	0.2996405816
691	0.2995871593
692	0.2995348814
693	0.2993819552
694	0.2992164091
695	0.2990535251
696	0.2989601123
697	0.2989476577
698	0.2988440258
699	0.2986896341
700	0.2985522258
701	0.2985291264
702	0.2983570257
703	0.2982345774
704	0.2981119093
705	0.298065448
706	0.2979963506
707	0.2978786514
708	0.2977453029
709	0.29766691
710	0.2975697313
711	0.2974686947
712	0.2972681155
713	0.2972110125
714	0.2971416366
715	0.296995241
716	0.2968675957
717	0.2968491803
718	0.296816444
719	0.2967505591
720	0.2967162105
721	0.2966847287
722	0.2965797103
723	0.2965307754
724	0.2964162245
725	0.2963328547
726	0.2962169059
727	0.2960679035
728	0.2960543562
729	0.2959408079
730	0.2958178254
731	0.2956637582
732	0.2955105839
733	0.2954356017
734	0.2953740444
735	0.2952141785
736	0.295071378
737	0.295033662
738	0.2949602607
739	0.2948450905
740	0.294775695
741	0.2947394607
742	0.2946557575
743	0.2946102797
744	0.294545641
745	0.294399737
746	0.294281752
747	0.2941809488
748	0.2941288356
749	0.2940784012
750	0.293948429
751	0.2938917729
752	0.2938738444
753	0.2938087646
754	0.293707653
755	0.293551362
756	0.2934869396
757	0.2934317828
758	0.2933353682
759	0.293248002
760	0.2931496291
761	0.2930385887
762	0.2929321192
763	0.2927819518
764	0.2927165764
765	0.2926543212
766	0.292550727
767	0.2925085705
768	0.2923684859
769	0.2923290164
770	0.2922356424
771	0.2921277489
772	0.2920984987
773	0.2920008105
774	0.2919153044
775	0.2918589262
776	0.2918322376
777	0.2918152369
778	0.2917536672
779	0.2916892028
780	0.2916557911
781	0.2916000927
782	0.2915166784
783	0.2913830214
784	0.2912575544
785	0.2912321384
786	0.2911316186
787	0.2911079464
788	0.2909552403
789	0.290865416
790	0.290788252
791	0.290757906
792	0.290729572
793	0.2906693016
794	0.290483571
795	0.2902856945
796	0.2901481872
797	0.2900880399
798	0.290006413
799	0.2899023582
800	0.2897115719
801	0.2896422713
802	0.2896142127
803	0.2895753778
804	0.2894406728
805	0.2893386315
806	0.2892448769
807	0.289106751
808	0.2889967613
809	0.2889083061
810	0.2886925629
811	0.2886509136
812	0.2885389234
813	0.2884612864
814	0.2884351528
815	0.2883963589
816	0.2882771197
817	0.2881603634
818	0.2880960704
819	0.2880174521
820	0.2879084585
821	0.2877987742
822	0.2877554385
823	0.2877167468
824	0.2876487038
825	0.2875500038
826	0.2874990993
827	0.2873901824
828	0.2873752344
829	0.2872678227
830	0.2871669739
831	0.2871075859
832	0.2869762615
833	0.2868924808
834	0.2868374888
835	0.2867252288
836	0.2866079578
837	0.2865507375
838	0.2864020502
839	0.286294636
840	0.2861655982
841	0.2859717346
842	0.2858254053
843	0.2857654201
844	0.2856493948
845	0.2855135695
846	0.2854841656
847	0.2853809575
848	0.2852641759
849	0.2852243476
850	0.2851505785
851	0.2850653829
852	0.2849709265
853	0.2848719487
854	0.2848292668
855	0.2847159017
856	0.2846104675
857	0.2845669028
858	0.2844616627
859	0.2843498277
860	0.2842541785
861	0.2842019451
862	0.284151103
863	0.2840595561
864	0.2839151651
865	0.2837961655
866	0.2836268039
867	0.2834803586
868	0.283430577
869	0.2832962465
870	0.2832247825
871	0.2831869788
872	0.2831175202
873	0.2830859589
874	0.2830487858
875	0.2830255688
876	0.2829188529
877	0.2827740208
878	0.2827250683
879	0.2826895376
880	0.2825859026
881	0.2825483132
882	0.2824385424
883	0.2823400187
884	0.2823040833
885	0.2822719016
886	0.2821632009
887	0.2821039455
888	0.2820535658
889	0.2820008943
890	0.2819502671
891	0.2818230672
892	0.2816829299
893	0.2816191344
894	0.2815168557
895	0.2814608387
896	0.2814188389
897	0.2812690691
898	0.281109564
899	0.2810651571
900	0.2807824898
901	0.2807515316
902	0.2807260925
903	0.2805351564
904	0.2804736788
905	0.2804302949
906	0.2803276676
907	0.280156929
908	0.2800975654
909	0.2799715545
910	0.2799613984
911	0.2797966909
912	0.2796659239
913	0.2796153899
914	0.2795618853
915	0.2795346121
916	0.2794537764
917	0.2794100238
918	0.2793653528
919	0.2792809397
920	0.2792564493
921	0.2791658661
922	0.2790927916
923	0.2790651887
924	0.2790297809
925	0.2789457329
926	0.278845921
927	0.2787444014
928	0.2787335771
929	0.2786376561
930	0.2785508503
931	0.2785296695
932	0.2784486883
933	0.2783801006
934	0.278244908
935	0.2781957825
936	0.2781393214
937	0.2781155478
938	0.2780937078
939	0.2780657134
940	0.2779598104
941	0.2778504566
942	0.2777755388
943	0.2777001204
944	0.277652107
945	0.2775767238
946	0.2774211959
947	0.2772445633
948	0.2772080674
949	0.2771143086
950	0.2770928971
951	0.2770312613
952	0.2769880617
953	0.2769676809
954	0.2769087729
955	0.2768435316
956	0.2766538435
957	0.2766221659
958	0.2766083919
959	0.2766019378
960	0.276504678
961	0.2764170342
962	0.2763762672
963	0.2763498187
964	0.2762141761
965	0.2761156908
966	0.2760329169
967	0.2759967422
968	0.2759356907
969	0.2758921067
970	0.2757556837
971	0.2757460537
972	0.2756672131
973	0.2755906677
974	0.2755458721
975	0.2755167589
976	0.2754454476
977	0.2753802672
978	0.2752077537
979	0.2751203766
980	0.2750467814
981	0.2749513051
982	0.2748541466
983	0.2747500956
984	0.2746877847
985	0.2746188923
986	0.2746003314
987	0.2744961251
988	0.2744534306
989	0.2743244435
990	0.2742375173
991	0.2741496013
992	0.2740851326
993	0.2740037639
994	0.2739719435
995	0.2738624535
996	0.2737735307
997	0.2737329452
998	0.2737099245
999	0.2736281666
